payment_id,loan_id,due_date,paid_date,amount_due,amount_paid
P0031473,L002120,2025-05-29,,844,0
P0031474,L002120,2025-06-29,,844,0
P0031475,L002120,2025-07-29,,844,0
P0031476,L002120,2025-08-29,,844,0
P0031477,L002120,2025-09-29,,844,0
P0031478,L002120,2025-10-29,,844,0
P0031479,L002120,2025-11-29,,844,0
P0031480,L002120,2025-12-29,,844,0
P0031481,L002120,2026-01-29,,844,0
P0031482,L002120,2026-02-28,,844,0
P0031483,L002120,2026-03-29,,844,0
P0031484,L002120,2026-04-29,,844,0
P0031485,L002120,2026-05-29,,844,0
P0031486,L002120,2026-06-29,,844,0
P0031487,L002120,2026-07-29,,844,0
P0031488,L002120,2026-08-29,,844,0
P0031489,L002120,2026-09-29,,844,0
P0031490,L002120,2026-10-29,,844,0
P0031491,L002120,2026-11-29,,844,0
P0031492,L002120,2026-12-29,,844,0
P0031493,L002120,2027-01-29,,844,0
P0031494,L002121,2023-11-26,2023-12-05,2702,2702
P0031495,L002121,2023-12-26,2023-12-29,2702,2702
P0031496,L002121,2024-01-26,2024-02-03,2702,2702
P0031497,L002121,2024-02-26,2024-02-29,2702,2702
P0031498,L002121,2024-03-26,2024-04-02,2702,2702
P0031499,L002121,2024-04-26,2024-04-29,2702,2702
P0031500,L002121,2024-05-26,2024-06-04,2702,2702
P0031501,L002121,2024-06-26,2024-07-02,2702,2702
P0031502,L002121,2024-07-26,2024-07-31,2702,2702
P0031503,L002121,2024-08-26,2024-08-28,2702,2702
P0031504,L002121,2024-09-26,2024-09-30,2702,2702
P0031505,L002121,2024-10-26,2024-10-28,2702,2702
P0031506,L002121,2024-11-26,2024-12-03,2702,2702
P0031507,L002121,2024-12-26,2025-01-05,2702,2702
P0031508,L002121,2025-01-26,2025-02-01,2702,2702
P0031509,L002121,2025-02-26,2025-02-26,2702,2702
P0031510,L002121,2025-03-26,2025-04-02,2702,2702
P0031511,L002121,2025-04-26,,2702,0
P0031512,L002122,2024-10-20,2024-10-24,659,659
P0031513,L002122,2024-11-20,2024-11-30,659,659
P0031514,L002122,2024-12-20,2024-12-30,659,659
P0031515,L002122,2025-01-20,2025-01-21,659,659
P0031516,L002122,2025-02-20,2025-02-24,659,659
P0031517,L002122,2025-03-20,2025-03-26,659,659
P0031518,L002122,2025-04-20,,659,0
P0031519,L002122,2025-05-20,,659,0
P0031520,L002122,2025-06-20,,659,0
P0031521,L002122,2025-07-20,,659,0
P0031522,L002122,2025-08-20,,659,0
P0031523,L002122,2025-09-20,,659,0
P0031524,L002122,2025-10-20,,659,0
P0031525,L002122,2025-11-20,,659,0
P0031526,L002122,2025-12-20,,659,0
P0031527,L002122,2026-01-20,,659,0
P0031528,L002122,2026-02-20,,659,0
P0031529,L002122,2026-03-20,,659,0
P0031530,L002123,2024-09-13,2024-09-17,910,910
P0031531,L002123,2024-10-13,2024-10-17,910,910
P0031532,L002123,2024-11-13,2024-11-13,910,910
P0031533,L002123,2024-12-13,2024-12-15,910,910
P0031534,L002123,2025-01-13,2025-01-19,910,910
P0031535,L002123,2025-02-13,2025-02-14,910,910
P0031536,L002123,2025-03-13,2025-03-16,910,910
P0031537,L002123,2025-04-13,,910,0
P0031538,L002123,2025-05-13,,910,0
P0031539,L002123,2025-06-13,,910,0
P0031540,L002123,2025-07-13,,910,0
P0031541,L002123,2025-08-13,,910,0
P0031542,L002123,2025-09-13,,910,0
P0031543,L002123,2025-10-13,,910,0
P0031544,L002123,2025-11-13,,910,0
P0031545,L002123,2025-12-13,,910,0
P0031546,L002123,2026-01-13,,910,0
P0031547,L002123,2026-02-13,,910,0
P0031548,L002124,2024-09-07,2024-09-10,752,752
P0031549,L002124,2024-10-07,2024-10-11,752,752
P0031550,L002124,2024-11-07,2024-11-09,752,752
P0031551,L002124,2024-12-07,2024-12-12,752,752
P0031552,L002124,2025-01-07,2025-01-12,752,752
P0031553,L002124,2025-02-07,2025-02-12,752,752
P0031554,L002124,2025-03-07,2025-03-13,752,752
P0031555,L002124,2025-04-07,2025-04-08,752,752
P0031556,L002124,2025-05-07,,752,0
P0031557,L002124,2025-06-07,,752,0
P0031558,L002124,2025-07-07,,752,0
P0031559,L002124,2025-08-07,,752,0
P0031560,L002124,2025-09-07,,752,0
P0031561,L002124,2025-10-07,,752,0
P0031562,L002124,2025-11-07,,752,0
P0031563,L002124,2025-12-07,,752,0
P0031564,L002124,2026-01-07,,752,0
P0031565,L002124,2026-02-07,,752,0
P0031566,L002125,2024-10-18,2024-10-26,4507,4507
P0031567,L002125,2024-11-18,2024-11-21,4507,4507
P0031568,L002125,2024-12-18,2024-12-20,4507,4507
P0031569,L002125,2025-01-18,2025-01-24,4507,4507
P0031570,L002125,2025-02-18,2025-02-20,4507,4507
P0031571,L002125,2025-03-18,2025-03-19,4507,4507
P0031572,L002125,2025-04-18,,4507,0
P0031573,L002125,2025-05-18,,4507,0
P0031574,L002125,2025-06-18,,4507,0
P0031575,L002125,2025-07-18,,4507,0
P0031576,L002125,2025-08-18,,4507,0
P0031577,L002125,2025-09-18,,4507,0
P0031578,L002126,2023-10-06,2023-10-09,7713,7713
P0031579,L002126,2023-11-06,2023-11-14,7713,7713
P0031580,L002126,2023-12-06,2023-12-10,7713,7713
P0031581,L002126,2024-01-06,2024-01-07,7713,7713
P0031582,L002126,2024-02-06,2024-02-11,7713,7713
P0031583,L002126,2024-03-06,2024-03-11,7713,7713
P0031584,L002126,2024-04-06,2024-04-07,7713,7713
P0031585,L002126,2024-05-06,2024-05-06,7713,7713
P0031586,L002126,2024-06-06,2024-06-15,7713,7713
P0031587,L002126,2024-07-06,2024-07-16,7713,7713
P0031588,L002126,2024-08-06,2024-08-11,7713,7713
P0031589,L002126,2024-09-06,2024-09-10,7713,7713
P0031590,L002126,2024-10-06,2024-10-08,7713,7713
P0031591,L002126,2024-11-06,2024-11-16,7713,7713
P0031592,L002126,2024-12-06,2024-12-11,7713,7713
P0031593,L002126,2025-01-06,2025-01-08,7713,7713
P0031594,L002126,2025-02-06,2025-02-13,7713,7713
P0031595,L002126,2025-03-06,2025-03-11,7713,7713
P0031596,L002127,2025-01-02,2025-01-02,1435,1435
P0031597,L002127,2025-02-02,2025-02-07,1435,1435
P0031598,L002127,2025-03-02,2025-03-08,1435,1435
P0031599,L002127,2025-04-02,2025-04-10,1435,1435
P0031600,L002127,2025-05-02,,1435,0
P0031601,L002127,2025-06-02,,1435,0
P0031602,L002127,2025-07-02,,1435,0
P0031603,L002127,2025-08-02,,1435,0
P0031604,L002127,2025-09-02,,1435,0
P0031605,L002127,2025-10-02,,1435,0
P0031606,L002127,2025-11-02,,1435,0
P0031607,L002127,2025-12-02,,1435,0
P0031608,L002128,2023-12-27,2024-01-04,1114,1114
P0031609,L002128,2024-01-27,2024-02-06,1114,1114
P0031610,L002128,2024-02-27,2024-02-27,1114,1114
P0031611,L002128,2024-03-27,2024-04-04,1114,1114
P0031612,L002128,2024-04-27,2024-05-01,1114,1114
P0031613,L002128,2024-05-27,2024-06-06,1114,1114
P0031614,L002128,2024-06-27,2024-07-05,1114,1114
P0031615,L002128,2024-07-27,2024-07-29,1114,1114
P0031616,L002128,2024-08-27,2024-08-27,1114,1114
P0031617,L002128,2024-09-27,2024-10-04,1114,1114
P0031618,L002128,2024-10-27,2024-10-29,1114,1114
P0031619,L002128,2024-11-27,2024-12-04,1114,1114
P0031620,L002128,2024-12-27,2024-12-28,1114,1114
P0031621,L002128,2025-01-27,2025-01-29,1114,1114
P0031622,L002128,2025-02-27,2025-03-05,1114,1114
P0031623,L002128,2025-03-27,2025-03-30,1114,1114
P0031624,L002128,2025-04-27,,1114,0
P0031625,L002128,2025-05-27,,1114,0
P0031626,L002128,2025-06-27,,1114,0
P0031627,L002128,2025-07-27,,1114,0
P0031628,L002128,2025-08-27,,1114,0
P0031629,L002128,2025-09-27,,1114,0
P0031630,L002128,2025-10-27,,1114,0
P0031631,L002128,2025-11-27,,1114,0
P0031632,L002129,2025-05-02,,1274,0
P0031633,L002129,2025-06-02,,1274,0
P0031634,L002129,2025-07-02,,1274,0
P0031635,L002129,2025-08-02,,1274,0
P0031636,L002129,2025-09-02,,1274,0
P0031637,L002129,2025-10-02,,1274,0
P0031638,L002129,2025-11-02,,1274,0
P0031639,L002129,2025-12-02,,1274,0
P0031640,L002129,2026-01-02,,1274,0
P0031641,L002129,2026-02-02,,1274,0
P0031642,L002129,2026-03-02,,1274,0
P0031643,L002129,2026-04-02,,1274,0
P0031644,L002129,2026-05-02,,1274,0
P0031645,L002129,2026-06-02,,1274,0
P0031646,L002129,2026-07-02,,1274,0
P0031647,L002129,2026-08-02,,1274,0
P0031648,L002129,2026-09-02,,1274,0
P0031649,L002129,2026-10-02,,1274,0
P0031650,L002130,2023-05-17,,887,0
P0031651,L002130,2023-06-17,,887,0
P0031652,L002130,2023-07-17,,887,0
P0031653,L002130,2023-08-17,,887,0
P0031654,L002130,2023-09-17,,887,0
P0031655,L002130,2023-10-17,,887,0
P0031656,L002130,2023-11-17,,887,0
P0031657,L002130,2023-12-17,,887,0
P0031658,L002130,2024-01-17,,887,0
P0031659,L002130,2024-02-17,,887,0
P0031660,L002130,2024-03-17,,887,0
P0031661,L002130,2024-04-17,,887,0
P0031662,L002130,2024-05-17,,887,0
P0031663,L002130,2024-06-17,,887,0
P0031664,L002130,2024-07-17,,887,0
P0031665,L002130,2024-08-17,,887,0
P0031666,L002130,2024-09-17,,887,0
P0031667,L002130,2024-10-17,,887,0
P0031668,L002130,2024-11-17,,887,0
P0031669,L002130,2024-12-17,,887,0
P0031670,L002130,2025-01-17,,887,0
P0031671,L002130,2025-02-17,,887,0
P0031672,L002130,2025-03-17,,887,0
P0031673,L002130,2025-04-17,,887,0
P0031674,L002131,2025-02-28,2025-02-28,889,889
P0031675,L002131,2025-03-28,2025-04-07,889,889
P0031676,L002131,2025-04-28,,889,0
P0031677,L002131,2025-05-28,,889,0
P0031678,L002131,2025-06-28,,889,0
P0031679,L002131,2025-07-28,,889,0
P0031680,L002131,2025-08-28,,889,0
P0031681,L002131,2025-09-28,,889,0
P0031682,L002131,2025-10-28,,889,0
P0031683,L002131,2025-11-28,,889,0
P0031684,L002131,2025-12-28,,889,0
P0031685,L002131,2026-01-28,,889,0
P0031686,L002131,2026-02-28,,889,0
P0031687,L002131,2026-03-28,,889,0
P0031688,L002131,2026-04-28,,889,0
P0031689,L002131,2026-05-28,,889,0
P0031690,L002131,2026-06-28,,889,0
P0031691,L002131,2026-07-28,,889,0
P0031692,L002132,2025-04-16,,3015,0
P0031693,L002132,2025-05-16,,3015,0
P0031694,L002132,2025-06-16,,3015,0
P0031695,L002132,2025-07-16,,3015,0
P0031696,L002132,2025-08-16,,3015,0
P0031697,L002132,2025-09-16,,3015,0
P0031698,L002132,2025-10-16,,3015,0
P0031699,L002132,2025-11-16,,3015,0
P0031700,L002132,2025-12-16,,3015,0
P0031701,L002132,2026-01-16,,3015,0
P0031702,L002132,2026-02-16,,3015,0
P0031703,L002132,2026-03-16,,3015,0
P0031704,L002133,2025-05-04,,4451,0
P0031705,L002133,2025-06-04,,4451,0
P0031706,L002133,2025-07-04,,4451,0
P0031707,L002133,2025-08-04,,4451,0
P0031708,L002133,2025-09-04,,4451,0
P0031709,L002133,2025-10-04,,4451,0
P0031710,L002133,2025-11-04,,4451,0
P0031711,L002133,2025-12-04,,4451,0
P0031712,L002133,2026-01-04,,4451,0
P0031713,L002133,2026-02-04,,4451,0
P0031714,L002133,2026-03-04,,4451,0
P0031715,L002133,2026-04-04,,4451,0
P0031716,L002134,2025-03-19,2025-03-21,2910,2910
P0031717,L002134,2025-04-19,,2910,0
P0031718,L002134,2025-05-19,,2910,0
P0031719,L002134,2025-06-19,,2910,0
P0031720,L002134,2025-07-19,,2910,0
P0031721,L002134,2025-08-19,,2910,0
P0031722,L002135,2024-02-26,2024-03-07,1429,1429
P0031723,L002135,2024-03-26,2024-04-04,1429,1429
P0031724,L002135,2024-04-26,2024-04-29,1429,1429
P0031725,L002135,2024-05-26,2024-06-02,1429,1429
P0031726,L002135,2024-06-26,2024-07-04,1429,1429
P0031727,L002135,2024-07-26,2024-07-27,1429,1429
P0031728,L002135,2024-08-26,2024-08-29,1429,1429
P0031729,L002135,2024-09-26,2024-09-28,1429,1429
P0031730,L002135,2024-10-26,2024-11-01,1429,1429
P0031731,L002135,2024-11-26,2024-12-03,1429,1429
P0031732,L002135,2024-12-26,2024-12-28,1429,1429
P0031733,L002135,2025-01-26,2025-02-02,1429,1429
P0031734,L002136,2023-09-17,2023-09-20,2038,2038
P0031735,L002136,2023-10-17,2023-10-20,2038,2038
P0031736,L002136,2023-11-17,2023-11-19,2038,2038
P0031737,L002136,2023-12-17,2023-12-23,2038,2038
P0031738,L002136,2024-01-17,2024-01-19,2038,2038
P0031739,L002136,2024-02-17,2024-02-24,2038,2038
P0031740,L002137,2025-04-08,2025-04-15,782,782
P0031741,L002137,2025-05-08,,782,0
P0031742,L002137,2025-06-08,,782,0
P0031743,L002137,2025-07-08,,782,0
P0031744,L002137,2025-08-08,,782,0
P0031745,L002137,2025-09-08,,782,0
P0031746,L002137,2025-10-08,,782,0
P0031747,L002137,2025-11-08,,782,0
P0031748,L002137,2025-12-08,,782,0
P0031749,L002137,2026-01-08,,782,0
P0031750,L002137,2026-02-08,,782,0
P0031751,L002137,2026-03-08,,782,0
P0031752,L002137,2026-04-08,,782,0
P0031753,L002137,2026-05-08,,782,0
P0031754,L002137,2026-06-08,,782,0
P0031755,L002137,2026-07-08,,782,0
P0031756,L002137,2026-08-08,,782,0
P0031757,L002137,2026-09-08,,782,0
P0031758,L002137,2026-10-08,,782,0
P0031759,L002137,2026-11-08,,782,0
P0031760,L002137,2026-12-08,,782,0
P0031761,L002137,2027-01-08,,782,0
P0031762,L002137,2027-02-08,,782,0
P0031763,L002137,2027-03-08,,782,0
P0031764,L002138,2024-11-08,2024-11-14,1518,1518
P0031765,L002138,2024-12-08,2024-12-15,1518,1518
P0031766,L002138,2025-01-08,2025-01-12,1518,1518
P0031767,L002138,2025-02-08,2025-02-14,1518,1518
P0031768,L002138,2025-03-08,2025-03-17,1518,1518
P0031769,L002138,2025-04-08,2025-04-13,1518,1518
P0031770,L002138,2025-05-08,,1518,0
P0031771,L002138,2025-06-08,,1518,0
P0031772,L002138,2025-07-08,,1518,0
P0031773,L002138,2025-08-08,,1518,0
P0031774,L002138,2025-09-08,,1518,0
P0031775,L002138,2025-10-08,,1518,0
P0031776,L002138,2025-11-08,,1518,0
P0031777,L002138,2025-12-08,,1518,0
P0031778,L002138,2026-01-08,,1518,0
P0031779,L002138,2026-02-08,,1518,0
P0031780,L002138,2026-03-08,,1518,0
P0031781,L002138,2026-04-08,,1518,0
P0031782,L002138,2026-05-08,,1518,0
P0031783,L002138,2026-06-08,,1518,0
P0031784,L002138,2026-07-08,,1518,0
P0031785,L002138,2026-08-08,,1518,0
P0031786,L002138,2026-09-08,,1518,0
P0031787,L002138,2026-10-08,,1518,0
P0031788,L002139,2025-01-06,2025-01-14,2283,2283
P0031789,L002139,2025-02-06,2025-02-14,2283,2283
P0031790,L002139,2025-03-06,2025-03-07,2283,2283
P0031791,L002139,2025-04-06,2025-04-15,2283,2283
P0031792,L002139,2025-05-06,,2283,0
P0031793,L002139,2025-06-06,,2283,0
P0031794,L002139,2025-07-06,,2283,0
P0031795,L002139,2025-08-06,,2283,0
P0031796,L002139,2025-09-06,,2283,0
P0031797,L002139,2025-10-06,,2283,0
P0031798,L002139,2025-11-06,,2283,0
P0031799,L002139,2025-12-06,,2283,0
P0031800,L002139,2026-01-06,,2283,0
P0031801,L002139,2026-02-06,,2283,0
P0031802,L002139,2026-03-06,,2283,0
P0031803,L002139,2026-04-06,,2283,0
P0031804,L002139,2026-05-06,,2283,0
P0031805,L002139,2026-06-06,,2283,0
P0031806,L002139,2026-07-06,,2283,0
P0031807,L002139,2026-08-06,,2283,0
P0031808,L002139,2026-09-06,,2283,0
P0031809,L002139,2026-10-06,,2283,0
P0031810,L002139,2026-11-06,,2283,0
P0031811,L002139,2026-12-06,,2283,0
P0031812,L002140,2024-09-10,2024-09-20,5294,5294
P0031813,L002140,2024-10-10,2024-10-14,5294,5294
P0031814,L002140,2024-11-10,2024-11-16,5294,5294
P0031815,L002140,2024-12-10,2024-12-18,5294,5294
P0031816,L002140,2025-01-10,2025-01-17,5294,5294
P0031817,L002140,2025-02-10,2025-02-20,5294,5294
P0031818,L002141,2025-01-13,2025-01-20,726,726
P0031819,L002141,2025-02-13,2025-02-17,726,726
P0031820,L002141,2025-03-13,2025-03-22,726,726
P0031821,L002141,2025-04-13,,726,0
P0031822,L002141,2025-05-13,,726,0
P0031823,L002141,2025-06-13,,726,0
P0031824,L002141,2025-07-13,,726,0
P0031825,L002141,2025-08-13,,726,0
P0031826,L002141,2025-09-13,,726,0
P0031827,L002141,2025-10-13,,726,0
P0031828,L002141,2025-11-13,,726,0
P0031829,L002141,2025-12-13,,726,0
P0031830,L002141,2026-01-13,,726,0
P0031831,L002141,2026-02-13,,726,0
P0031832,L002141,2026-03-13,,726,0
P0031833,L002141,2026-04-13,,726,0
P0031834,L002141,2026-05-13,,726,0
P0031835,L002141,2026-06-13,,726,0
P0031836,L002141,2026-07-13,,726,0
P0031837,L002141,2026-08-13,,726,0
P0031838,L002141,2026-09-13,,726,0
P0031839,L002141,2026-10-13,,726,0
P0031840,L002141,2026-11-13,,726,0
P0031841,L002141,2026-12-13,,726,0
P0031842,L002142,2023-04-16,2023-04-18,815,815
P0031843,L002142,2023-05-16,2023-05-25,815,815
P0031844,L002142,2023-06-16,2023-06-20,815,815
P0031845,L002142,2023-07-16,2023-07-20,815,815
P0031846,L002142,2023-08-16,2023-08-25,815,815
P0031847,L002142,2023-09-16,2023-09-25,815,815
P0031848,L002142,2023-10-16,2023-10-19,815,815
P0031849,L002142,2023-11-16,2023-11-17,815,815
P0031850,L002142,2023-12-16,2023-12-19,815,815
P0031851,L002142,2024-01-16,2024-01-22,815,815
P0031852,L002142,2024-02-16,2024-02-23,815,815
P0031853,L002142,2024-03-16,2024-03-21,815,815
P0031854,L002142,2024-04-16,2024-04-26,815,815
P0031855,L002142,2024-05-16,2024-05-23,815,815
P0031856,L002142,2024-06-16,2024-06-18,815,815
P0031857,L002142,2024-07-16,2024-07-22,815,815
P0031858,L002142,2024-08-16,2024-08-22,815,815
P0031859,L002142,2024-09-16,2024-09-24,815,815
P0031860,L002143,2024-11-09,2024-11-13,2089,2089
P0031861,L002143,2024-12-09,2024-12-18,2089,2089
P0031862,L002143,2025-01-09,2025-01-09,2089,2089
P0031863,L002143,2025-02-09,2025-02-19,2089,2089
P0031864,L002143,2025-03-09,2025-03-14,2089,2089
P0031865,L002143,2025-04-09,2025-04-12,2089,2089
P0031866,L002143,2025-05-09,,2089,0
P0031867,L002143,2025-06-09,,2089,0
P0031868,L002143,2025-07-09,,2089,0
P0031869,L002143,2025-08-09,,2089,0
P0031870,L002143,2025-09-09,,2089,0
P0031871,L002143,2025-10-09,,2089,0
P0031872,L002144,2025-01-13,2025-01-19,1132,1132
P0031873,L002144,2025-02-13,2025-02-23,1132,1132
P0031874,L002144,2025-03-13,2025-03-19,1132,1132
P0031875,L002144,2025-04-13,,1132,0
P0031876,L002144,2025-05-13,,1132,0
P0031877,L002144,2025-06-13,,1132,0
P0031878,L002144,2025-07-13,,1132,0
P0031879,L002144,2025-08-13,,1132,0
P0031880,L002144,2025-09-13,,1132,0
P0031881,L002144,2025-10-13,,1132,0
P0031882,L002144,2025-11-13,,1132,0
P0031883,L002144,2025-12-13,,1132,0
P0031884,L002144,2026-01-13,,1132,0
P0031885,L002144,2026-02-13,,1132,0
P0031886,L002144,2026-03-13,,1132,0
P0031887,L002144,2026-04-13,,1132,0
P0031888,L002144,2026-05-13,,1132,0
P0031889,L002144,2026-06-13,,1132,0
P0031890,L002145,2023-12-05,2023-12-15,984,984
P0031891,L002145,2024-01-05,2024-01-13,984,984
P0031892,L002145,2024-02-05,2024-02-08,984,984
P0031893,L002145,2024-03-05,2024-03-07,984,984
P0031894,L002145,2024-04-05,2024-04-05,984,984
P0031895,L002145,2024-05-05,2024-05-08,984,984
P0031896,L002145,2024-06-05,2024-06-06,984,984
P0031897,L002145,2024-07-05,2024-07-11,984,984
P0031898,L002145,2024-08-05,2024-08-06,984,984
P0031899,L002145,2024-09-05,2024-09-08,984,984
P0031900,L002145,2024-10-05,2024-10-06,984,984
P0031901,L002145,2024-11-05,2024-11-12,984,984
P0031902,L002145,2024-12-05,2024-12-12,984,984
P0031903,L002145,2025-01-05,2025-01-14,984,984
P0031904,L002145,2025-02-05,2025-02-05,984,984
P0031905,L002145,2025-03-05,2025-03-10,984,984
P0031906,L002145,2025-04-05,2025-04-08,984,984
P0031907,L002145,2025-05-05,,984,0
P0031908,L002145,2025-06-05,,984,0
P0031909,L002145,2025-07-05,,984,0
P0031910,L002145,2025-08-05,,984,0
P0031911,L002145,2025-09-05,,984,0
P0031912,L002145,2025-10-05,,984,0
P0031913,L002145,2025-11-05,,984,0
P0031914,L002146,2025-05-05,,2373,0
P0031915,L002146,2025-06-05,,2373,0
P0031916,L002146,2025-07-05,,2373,0
P0031917,L002146,2025-08-05,,2373,0
P0031918,L002146,2025-09-05,,2373,0
P0031919,L002146,2025-10-05,,2373,0
P0031920,L002146,2025-11-05,,2373,0
P0031921,L002146,2025-12-05,,2373,0
P0031922,L002146,2026-01-05,,2373,0
P0031923,L002146,2026-02-05,,2373,0
P0031924,L002146,2026-03-05,,2373,0
P0031925,L002146,2026-04-05,,2373,0
P0031926,L002146,2026-05-05,,2373,0
P0031927,L002146,2026-06-05,,2373,0
P0031928,L002146,2026-07-05,,2373,0
P0031929,L002146,2026-08-05,,2373,0
P0031930,L002146,2026-09-05,,2373,0
P0031931,L002146,2026-10-05,,2373,0
P0031932,L002146,2026-11-05,,2373,0
P0031933,L002146,2026-12-05,,2373,0
P0031934,L002146,2027-01-05,,2373,0
P0031935,L002146,2027-02-05,,2373,0
P0031936,L002146,2027-03-05,,2373,0
P0031937,L002146,2027-04-05,,2373,0
P0031938,L002147,2025-05-08,,3312,0
P0031939,L002147,2025-06-08,,3312,0
P0031940,L002147,2025-07-08,,3312,0
P0031941,L002147,2025-08-08,,3312,0
P0031942,L002147,2025-09-08,,3312,0
P0031943,L002147,2025-10-08,,3312,0
P0031944,L002147,2025-11-08,,3312,0
P0031945,L002147,2025-12-08,,3312,0
P0031946,L002147,2026-01-08,,3312,0
P0031947,L002147,2026-02-08,,3312,0
P0031948,L002147,2026-03-08,,3312,0
P0031949,L002147,2026-04-08,,3312,0
P0031950,L002147,2026-05-08,,3312,0
P0031951,L002147,2026-06-08,,3312,0
P0031952,L002147,2026-07-08,,3312,0
P0031953,L002147,2026-08-08,,3312,0
P0031954,L002147,2026-09-08,,3312,0
P0031955,L002147,2026-10-08,,3312,0
P0031956,L002148,2025-03-09,2025-03-12,1299,1299
P0031957,L002148,2025-04-09,,1299,0
P0031958,L002148,2025-05-09,,1299,0
P0031959,L002148,2025-06-09,,1299,0
P0031960,L002148,2025-07-09,,1299,0
P0031961,L002148,2025-08-09,,1299,0
P0031962,L002148,2025-09-09,,1299,0
P0031963,L002148,2025-10-09,,1299,0
P0031964,L002148,2025-11-09,,1299,0
P0031965,L002148,2025-12-09,,1299,0
P0031966,L002148,2026-01-09,,1299,0
P0031967,L002148,2026-02-09,,1299,0
P0031968,L002148,2026-03-09,,1299,0
P0031969,L002148,2026-04-09,,1299,0
P0031970,L002148,2026-05-09,,1299,0
P0031971,L002148,2026-06-09,,1299,0
P0031972,L002148,2026-07-09,,1299,0
P0031973,L002148,2026-08-09,,1299,0
P0031974,L002148,2026-09-09,,1299,0
P0031975,L002148,2026-10-09,,1299,0
P0031976,L002148,2026-11-09,,1299,0
P0031977,L002148,2026-12-09,,1299,0
P0031978,L002148,2027-01-09,,1299,0
P0031979,L002148,2027-02-09,,1299,0
P0031980,L002149,2023-10-25,2023-11-04,3598,3598
P0031981,L002149,2023-11-25,2023-12-03,3598,3598
P0031982,L002149,2023-12-25,2023-12-28,3598,3598
P0031983,L002149,2024-01-25,2024-01-28,3598,3598
P0031984,L002149,2024-02-25,2024-02-28,3598,3598
P0031985,L002149,2024-03-25,2024-03-26,3598,3598
P0031986,L002149,2024-04-25,2024-05-05,3598,3598
P0031987,L002149,2024-05-25,2024-05-30,3598,3598
P0031988,L002149,2024-06-25,2024-07-05,3598,3598
P0031989,L002149,2024-07-25,2024-07-26,3598,3598
P0031990,L002149,2024-08-25,2024-09-02,3598,3598
P0031991,L002149,2024-09-25,2024-09-25,3598,3598
P0031992,L002149,2024-10-25,2024-10-26,3598,3598
P0031993,L002149,2024-11-25,2024-12-01,3598,3598
P0031994,L002149,2024-12-25,2024-12-31,3598,3598
P0031995,L002149,2025-01-25,2025-01-29,3598,3598
P0031996,L002149,2025-02-25,2025-03-05,3598,3598
P0031997,L002149,2025-03-25,2025-03-25,3598,3598
P0031998,L002149,2025-04-25,,3598,0
P0031999,L002149,2025-05-25,,3598,0
P0032000,L002149,2025-06-25,,3598,0
P0032001,L002149,2025-07-25,,3598,0
P0032002,L002149,2025-08-25,,3598,0
P0032003,L002149,2025-09-25,,3598,0
P0032004,L002150,2024-05-13,2024-05-15,1947,1947
P0032005,L002150,2024-06-13,2024-06-16,1947,1947
P0032006,L002150,2024-07-13,2024-07-19,1947,1947
P0032007,L002150,2024-08-13,2024-08-15,1947,1947
P0032008,L002150,2024-09-13,2024-09-21,1947,1947
P0032009,L002150,2024-10-13,2024-10-13,1947,1947
P0032010,L002150,2024-11-13,2024-11-14,1947,1947
P0032011,L002150,2024-12-13,2024-12-22,1947,1947
P0032012,L002150,2025-01-13,2025-01-16,1947,1947
P0032013,L002150,2025-02-13,2025-02-21,1947,1947
P0032014,L002150,2025-03-13,2025-03-21,1947,1947
P0032015,L002150,2025-04-13,,1947,0
P0032016,L002150,2025-05-13,,1947,0
P0032017,L002150,2025-06-13,,1947,0
P0032018,L002150,2025-07-13,,1947,0
P0032019,L002150,2025-08-13,,1947,0
P0032020,L002150,2025-09-13,,1947,0
P0032021,L002150,2025-10-13,,1947,0
P0032022,L002151,2024-06-17,2024-06-27,2876,2876
P0032023,L002151,2024-07-17,2024-07-22,2876,2876
P0032024,L002151,2024-08-17,2024-08-20,2876,2876
P0032025,L002151,2024-09-17,2024-09-18,2876,2876
P0032026,L002151,2024-10-17,2024-10-18,2876,2876
P0032027,L002151,2024-11-17,2024-11-22,2876,2876
P0032028,L002151,2024-12-17,2024-12-21,2876,2876
P0032029,L002151,2025-01-17,2025-01-27,2876,2876
P0032030,L002151,2025-02-17,2025-02-20,2876,2876
P0032031,L002151,2025-03-17,2025-03-26,2876,2876
P0032032,L002151,2025-04-17,,2876,0
P0032033,L002151,2025-05-17,,2876,0
P0032034,L002152,2023-05-17,2023-05-24,3076,3076
P0032035,L002152,2023-06-17,2023-06-25,3076,3076
P0032036,L002152,2023-07-17,2023-07-18,3076,3076
P0032037,L002152,2023-08-17,2023-08-22,3076,3076
P0032038,L002152,2023-09-17,2023-09-24,3076,3076
P0032039,L002152,2023-10-17,2023-10-20,3076,3076
P0032040,L002152,2023-11-17,2023-11-21,3076,3076
P0032041,L002152,2023-12-17,2023-12-18,3076,3076
P0032042,L002152,2024-01-17,2024-01-22,3076,3076
P0032043,L002152,2024-02-17,2024-02-26,3076,3076
P0032044,L002152,2024-03-17,2024-03-18,3076,3076
P0032045,L002152,2024-04-17,2024-04-17,3076,3076
P0032046,L002152,2024-05-17,2024-05-27,3076,3076
P0032047,L002152,2024-06-17,2024-06-23,3076,3076
P0032048,L002152,2024-07-17,2024-07-23,3076,3076
