loan_id,customer_id,amount,issue_date,term_months,interest_rate,app_score,status
L001921,C00956,39315,2025-04-13,12,0.02,687,default
L001922,C00957,41192,2024-02-10,18,0.02,658,active
L001923,C00957,37264,2025-04-12,6,0.02,639,active
L001924,C00958,68420,2025-03-15,18,0.012,636,active
L001925,C00958,95470,2025-03-27,24,0.012,624,active
L001926,C00958,96063,2024-07-22,24,0.012,623,active
L001927,C00959,6504,2025-02-23,6,0.02,669,active
L001928,C00959,15276,2025-03-23,12,0.02,658,active
L001929,C00960,17459,2023-12-29,6,0.012,657,closed
L001930,C00960,12098,2024-09-10,18,0.012,647,active
L001931,C00960,12843,2024-04-10,18,0.012,623,active
L001932,C00961,16046,2025-03-26,12,0.02,612,active
L001933,C00961,15375,2025-03-06,18,0.02,689,active
L001934,C00961,7745,2025-03-30,24,0.02,610,active
L001935,C00962,16167,2024-03-31,12,0.032,670,closed
L001936,C00962,6737,2025-04-02,12,0.032,589,active
L001937,C00962,15623,2025-04-03,24,0.032,689,active
L001938,C00963,70270,2023-07-12,6,0.012,634,closed
L001939,C00963,76896,2023-07-15,24,0.012,669,active
L001940,C00963,43737,2024-05-19,24,0.012,677,active
L001941,C00964,19609,2024-12-28,18,0.012,669,active
L001942,C00965,1213,2023-04-20,18,0.032,655,closed
L001943,C00965,1398,2023-08-28,6,0.032,623,closed
L001944,C00966,26805,2025-03-08,24,0.02,702,default
L001945,C00966,36303,2023-12-03,24,0.02,701,active
L001946,C00967,18413,2024-12-04,12,0.032,624,active
L001947,C00968,28785,2024-03-26,18,0.02,640,active
L001948,C00969,47692,2025-01-29,6,0.012,670,active
L001949,C00970,13555,2025-03-14,18,0.032,618,active
L001950,C00970,4135,2023-03-02,24,0.032,662,default
L001951,C00971,67272,2024-11-14,12,0.012,603,active
L001952,C00971,130407,2025-01-13,18,0.012,593,active
L001953,C00972,12368,2024-12-26,24,0.012,661,active
L001954,C00972,34025,2025-02-05,12,0.012,611,active
L001955,C00973,41060,2025-01-30,18,0.02,649,active
L001956,C00973,44464,2023-08-25,6,0.02,727,closed
L001957,C00973,42490,2024-11-24,18,0.02,663,active
L001958,C00974,112523,2024-04-11,6,0.012,683,closed
L001959,C00975,9961,2024-07-06,18,0.02,642,default
L001960,C00976,11459,2024-02-03,6,0.032,733,closed
L001961,C00976,11337,2024-12-22,12,0.032,620,active
L001962,C00976,8108,2024-04-03,12,0.032,692,closed
L001963,C00977,28958,2024-07-18,6,0.02,621,default
L001964,C00978,53322,2024-08-06,6,0.02,626,closed
L001965,C00978,16413,2024-07-14,24,0.02,622,active
L001966,C00979,43835,2024-05-16,12,0.012,689,active
L001967,C00979,121949,2023-12-27,12,0.012,659,closed
L001968,C00980,8833,2023-10-23,18,0.02,663,active
L001969,C00980,9802,2024-04-14,12,0.02,656,closed
L001970,C00980,7607,2023-01-09,18,0.02,664,closed
L001971,C00981,3002,2024-09-25,24,0.032,633,active
L001972,C00981,4044,2024-06-11,18,0.032,663,active
L001973,C00982,66187,2025-01-25,12,0.012,650,active
L001974,C00982,39528,2023-12-18,6,0.012,697,closed
L001975,C00982,58098,2023-03-18,24,0.012,677,closed
L001976,C00983,48030,2024-01-25,24,0.012,641,active
L001977,C00984,26767,2024-06-12,24,0.012,658,active
L001978,C00985,18438,2024-07-14,18,0.02,696,active
L001979,C00986,19425,2025-03-20,24,0.02,627,active
L001980,C00986,20649,2025-03-22,6,0.02,661,active
L001981,C00986,8661,2025-01-16,6,0.02,677,active
L001982,C00987,29145,2025-04-01,12,0.02,657,active
L001983,C00988,11096,2024-12-15,6,0.032,592,active
L001984,C00988,15895,2025-01-12,12,0.032,669,default
L001985,C00989,22763,2023-06-15,6,0.02,660,closed
L001986,C00989,42098,2024-03-17,12,0.02,696,closed
L001987,C00990,7281,2023-03-11,6,0.032,685,closed
L001988,C00991,32359,2025-03-03,18,0.012,617,active
L001989,C00991,73791,2024-11-10,18,0.012,631,active
L001990,C00992,8912,2023-08-15,18,0.032,634,closed
L001991,C00992,8691,2023-11-11,6,0.032,648,closed
L001992,C00992,3165,2024-11-03,6,0.032,642,active
L001993,C00993,56851,2024-07-01,12,0.012,598,active
L001994,C00993,48732,2024-01-20,12,0.012,627,closed
L001995,C00994,15796,2025-01-24,18,0.02,640,active
L001996,C00994,31562,2024-12-09,12,0.02,662,active
L001997,C00994,12137,2024-11-28,12,0.02,678,active
L001998,C00995,61528,2025-02-23,12,0.012,681,active
L001999,C00995,39201,2025-02-18,24,0.012,687,active
L002000,C00995,68323,2025-03-06,6,0.012,703,active
L002001,C00996,87212,2024-03-06,12,0.012,687,closed
L002002,C00996,38859,2023-09-01,12,0.012,679,closed
L002003,C00996,46568,2024-01-18,12,0.012,657,closed
L002004,C00997,22031,2024-05-24,12,0.02,656,active
L002005,C00997,11922,2023-07-18,12,0.02,649,closed
L002006,C00998,48703,2024-09-30,24,0.02,641,active
L002007,C00998,27064,2023-12-20,12,0.02,676,closed
L002008,C00999,30316,2025-04-12,24,0.02,651,active
L002009,C00999,42103,2025-03-22,6,0.02,635,active
L002010,C01000,17409,2025-01-09,6,0.02,618,active
L002011,C01000,21275,2025-01-18,12,0.02,646,active
L002012,C01000,8425,2025-04-08,12,0.02,664,active
L002013,C01001,24476,2024-09-26,12,0.012,607,active
L002014,C01002,46759,2025-03-31,6,0.012,638,active
L002015,C01003,84550,2025-03-02,24,0.012,644,active
L002016,C01003,55100,2024-09-15,6,0.012,613,closed
L002017,C01004,64612,2024-08-07,24,0.012,668,active
L002018,C01005,42177,2024-12-17,18,0.012,639,active
L002019,C01006,46843,2025-03-08,12,0.02,648,active
L002020,C01006,34512,2025-04-01,6,0.02,631,active
L002021,C01007,88772,2024-12-15,24,0.012,674,active
L002022,C01008,16981,2023-04-01,12,0.02,658,closed
L002023,C01009,17653,2024-09-18,18,0.032,685,active
L002024,C01009,6023,2024-03-05,6,0.032,631,closed
L002025,C01009,14869,2024-01-11,24,0.032,653,default
L002026,C01010,76856,2024-04-12,6,0.012,642,closed
L002027,C01011,13806,2023-10-29,12,0.032,632,closed
L002028,C01012,53388,2024-06-16,12,0.02,688,active
L002029,C01012,23274,2024-05-23,18,0.02,636,active
L002030,C01012,15345,2025-03-16,12,0.02,676,active
L002031,C01013,63520,2024-07-26,6,0.012,660,closed
L002032,C01013,45792,2025-02-06,24,0.012,646,active
L002033,C01013,45906,2024-12-23,18,0.012,617,active
L002034,C01014,20231,2024-08-23,18,0.02,631,active
L002035,C01014,24776,2023-12-10,18,0.02,601,active
L002036,C01015,87429,2024-01-15,18,0.012,614,active
L002037,C01015,69702,2024-05-29,6,0.012,696,closed
L002038,C01016,20809,2023-11-02,18,0.012,658,active
L002039,C01016,45715,2023-07-04,18,0.012,665,closed
L002040,C01017,59443,2024-09-29,12,0.012,615,active
L002041,C01017,34534,2024-11-22,24,0.012,695,active
L002042,C01018,29887,2023-11-05,18,0.012,675,active
L002043,C01019,6510,2024-06-07,6,0.032,678,closed
L002044,C01020,34713,2025-02-06,18,0.02,622,active
L002045,C01020,33233,2025-02-20,6,0.02,615,active
L002046,C01021,17755,2023-11-24,6,0.02,635,closed
L002047,C01021,18162,2024-04-24,6,0.02,667,default
L002048,C01022,45651,2024-12-01,18,0.012,654,active
L002049,C01022,58548,2025-02-02,24,0.012,635,active
L002050,C01022,33821,2025-03-22,12,0.012,653,active
L002051,C01023,48702,2023-09-26,24,0.012,704,active
L002052,C01023,62529,2025-02-23,24,0.012,669,active
L002053,C01023,76461,2023-09-13,6,0.012,668,closed
L002054,C01024,31650,2024-10-24,12,0.02,646,active
L002055,C01024,19211,2025-01-23,18,0.02,668,active
L002056,C01025,11473,2024-12-27,18,0.02,672,default
L002057,C01026,3628,2024-12-18,12,0.032,622,active
L002058,C01026,2082,2024-07-03,18,0.032,628,active
L002059,C01026,1884,2023-02-07,12,0.032,686,closed
L002060,C01027,4021,2023-11-13,6,0.032,652,closed
L002061,C01027,1714,2023-11-30,6,0.032,680,closed
L002062,C01027,4922,2024-01-02,6,0.032,662,closed
L002063,C01028,22344,2024-01-16,12,0.02,642,closed
L002064,C01028,12281,2024-05-10,24,0.02,643,active
L002065,C01028,13750,2024-11-23,6,0.02,625,active
L002066,C01029,78922,2025-03-25,24,0.012,646,active
L002067,C01030,103263,2025-02-22,12,0.012,619,active
L002068,C01030,44693,2024-12-31,24,0.012,647,active
L002069,C01030,29785,2025-01-07,18,0.012,676,active
L002070,C01031,52772,2024-04-14,12,0.02,678,default
L002071,C01031,61769,2024-08-23,24,0.02,661,active
L002072,C01031,41858,2023-10-20,24,0.02,675,active
L002073,C01032,36724,2025-03-19,12,0.02,646,active
L002074,C01033,11119,2025-01-07,12,0.032,623,active
L002075,C01034,77443,2023-08-16,12,0.012,674,closed
L002076,C01034,63124,2024-05-19,24,0.012,697,active
L002077,C01034,70269,2023-09-22,24,0.012,640,active
L002078,C01035,2341,2024-09-29,12,0.032,705,active
L002079,C01035,2395,2024-08-04,12,0.032,633,active
L002080,C01036,40023,2024-06-18,18,0.012,659,active
L002081,C01036,20159,2025-03-26,12,0.012,656,active
L002082,C01036,30526,2024-12-08,24,0.012,663,active
L002083,C01037,9508,2024-06-14,6,0.02,707,closed
L002084,C01037,15734,2024-07-16,24,0.02,654,active
L002085,C01038,22546,2024-06-28,24,0.012,645,active
L002086,C01039,20939,2024-01-19,12,0.02,697,closed
L002087,C01039,61359,2024-11-04,6,0.02,643,active
L002088,C01040,35019,2024-05-20,6,0.012,664,closed
L002089,C01040,85009,2024-04-03,18,0.012,684,active
L002090,C01041,132553,2024-08-07,24,0.012,628,active
L002091,C01042,30079,2025-03-20,18,0.012,621,active
L002092,C01042,15088,2024-08-05,12,0.012,675,active
L002093,C01043,5227,2025-01-07,6,0.032,627,active
L002094,C01043,5876,2024-11-20,24,0.032,637,active
L002095,C01044,33188,2024-09-28,12,0.02,674,active
L002096,C01044,31564,2024-12-14,18,0.02,644,active
L002097,C01044,12601,2024-01-28,12,0.02,651,closed
L002098,C01045,15436,2025-02-24,24,0.02,675,default
L002099,C01046,23120,2024-09-15,12,0.02,664,active
L002100,C01046,22488,2024-12-16,24,0.02,610,active
L002101,C01047,98414,2025-04-04,24,0.012,649,active
L002102,C01048,7299,2024-03-12,24,0.032,665,active
L002103,C01049,9591,2024-04-11,24,0.02,704,active
L002104,C01050,22694,2025-04-09,24,0.02,626,active
L002105,C01051,42717,2025-01-31,18,0.02,620,active
L002106,C01051,14250,2025-03-23,24,0.02,634,active
L002107,C01051,35487,2025-04-01,18,0.02,656,active
L002108,C01052,2702,2024-02-12,6,0.032,640,default
L002109,C01053,126201,2024-12-29,18,0.012,630,active
L002110,C01053,107676,2025-02-07,18,0.012,602,default
L002111,C01054,51626,2024-08-08,18,0.012,646,active
L002112,C01054,70930,2024-11-23,24,0.012,615,active
L002113,C01055,29036,2025-03-12,12,0.012,661,active
L002114,C01055,29299,2025-03-29,6,0.012,641,default
L002115,C01056,7821,2025-03-15,12,0.032,664,active
L002116,C01057,17010,2025-01-20,18,0.02,610,active
L002117,C01058,36362,2024-10-14,18,0.012,628,active
L002118,C01058,58533,2025-03-21,18,0.012,652,active
L002119,C01059,21005,2023-08-15,18,0.012,697,closed
L002120,C01059,20261,2025-01-29,24,0.012,629,active
L002121,C01059,48628,2023-10-26,18,0.012,636,active
L002122,C01060,11862,2024-09-20,18,0.032,664,active
L002123,C01060,16389,2024-08-13,18,0.032,629,active
L002124,C01060,13539,2024-08-07,18,0.032,630,active
L002125,C01061,54081,2024-09-18,12,0.012,599,active
L002126,C01061,138832,2023-09-06,18,0.012,655,closed
L002127,C01062,17221,2024-12-02,12,0.02,669,active
L002128,C01062,26726,2023-11-27,24,0.02,687,active
L002129,C01063,22932,2025-04-02,18,0.02,670,active
L002130,C01064,21280,2023-04-17,24,0.032,686,default
L002131,C01065,15995,2025-01-28,18,0.02,669,active
L002132,C01065,36176,2025-03-16,12,0.02,632,active
L002133,C01066,53416,2025-04-04,12,0.012,680,active
L002134,C01066,17462,2025-02-19,6,0.012,661,active
L002135,C01067,17152,2024-01-26,12,0.032,665,closed
L002136,C01067,12229,2023-08-17,6,0.032,685,closed
L002137,C01068,18758,2025-03-08,24,0.012,673,active
L002138,C01069,36420,2024-10-08,24,0.02,654,active
L002139,C01069,54800,2024-12-06,24,0.02,672,active
L002140,C01070,31762,2024-08-10,6,0.02,640,closed
L002141,C01071,17429,2024-12-13,24,0.02,665,active
L002142,C01071,14673,2023-03-16,18,0.02,676,closed
L002143,C01072,25064,2024-10-09,12,0.012,647,active
L002144,C01073,20372,2024-12-13,18,0.012,652,active
L002145,C01074,23616,2023-11-05,24,0.02,683,active
L002146,C01075,56958,2025-04-05,24,0.012,648,default
L002147,C01075,59608,2025-04-08,18,0.012,611,active
L002148,C01076,31165,2025-02-09,24,0.02,643,active
L002149,C01077,86341,2023-09-25,24,0.012,596,active
L002150,C01077,35044,2024-04-13,18,0.012,662,active
L002151,C01077,34518,2024-05-17,12,0.012,666,active
L002152,C01078,55360,2023-04-17,18,0.012,639,closed
L002153,C01078,118496,2024-02-07,12,0.012,670,closed
L002154,C01079,61939,2025-04-12,12,0.02,646,active
L002155,C01080,25376,2024-02-13,6,0.012,660,closed
L002156,C01080,24532,2024-06-06,24,0.012,650,active
L002157,C01080,51628,2025-01-06,18,0.012,643,active
L002158,C01081,17096,2024-09-14,12,0.032,647,active
L002159,C01082,33029,2023-09-13,6,0.02,626,closed
L002160,C01082,18861,2024-10-19,6,0.02,689,active
L002161,C01083,28743,2024-08-18,18,0.02,667,active
L002162,C01083,18365,2023-06-24,12,0.02,652,closed
L002163,C01083,14877,2023-02-17,18,0.02,715,closed
L002164,C01084,47178,2023-04-18,12,0.012,695,closed
L002165,C01084,135064,2023-05-25,6,0.012,650,closed
L002166,C01084,83070,2025-04-10,18,0.012,625,active
L002167,C01085,38817,2025-04-14,24,0.012,615,active
L002168,C01086,12867,2024-02-28,12,0.02,667,closed
L002169,C01086,16427,2024-07-08,24,0.02,638,active
L002170,C01087,17231,2024-07-02,18,0.02,584,active
L002171,C01087,16692,2024-01-28,18,0.02,657,active
L002172,C01087,11014,2024-09-06,18,0.02,676,active
L002173,C01088,28313,2024-09-16,12,0.012,621,active
L002174,C01089,54944,2025-03-24,12,0.012,702,active
L002175,C01090,7612,2025-01-17,18,0.02,677,active
L002176,C01090,15198,2025-01-27,6,0.02,616,active
L002177,C01091,16384,2023-07-04,24,0.02,613,active
L002178,C01091,15494,2023-06-20,12,0.02,640,closed
L002179,C01092,29954,2024-09-24,18,0.012,628,active
L002180,C01092,54699,2023-11-22,6,0.012,644,closed
L002181,C01092,65455,2024-05-19,18,0.012,660,active
L002182,C01093,9550,2024-04-10,6,0.02,646,closed
L002183,C01093,9446,2024-01-20,18,0.02,675,active
L002184,C01093,17139,2023-09-24,24,0.02,669,active
L002185,C01094,114118,2023-01-05,12,0.012,646,closed
L002186,C01094,69844,2023-10-27,24,0.012,693,active
L002187,C01094,92616,2024-06-18,18,0.012,626,default
L002188,C01095,52956,2023-01-22,6,0.02,682,closed
L002189,C01095,47367,2024-06-03,6,0.02,633,closed
L002190,C01096,17236,2024-02-14,24,0.02,625,active
L002191,C01096,11689,2024-09-13,12,0.02,642,active
L002192,C01097,12156,2025-03-21,12,0.02,638,active
L002193,C01097,21103,2024-12-03,12,0.02,669,active
L002194,C01097,9109,2025-02-05,24,0.02,664,active
L002195,C01098,24500,2025-02-24,18,0.012,654,active
L002196,C01099,66296,2024-12-20,6,0.012,693,active
L002197,C01100,38034,2024-03-23,18,0.012,684,active
L002198,C01100,104816,2024-11-07,24,0.012,644,active
L002199,C01101,34927,2024-10-23,18,0.012,660,active
L002200,C01102,83614,2024-12-16,6,0.012,632,active
L002201,C01103,27166,2024-11-15,6,0.02,658,active
L002202,C01103,13522,2025-01-11,6,0.02,673,active
L002203,C01103,31869,2023-08-18,12,0.02,668,default
L002204,C01104,6859,2023-03-27,12,0.032,698,closed
L002205,C01104,14557,2024-01-17,6,0.032,686,closed
L002206,C01104,6548,2024-07-05,24,0.032,612,active
L002207,C01105,20758,2023-01-09,6,0.02,651,closed
L002208,C01105,42227,2023-09-26,6,0.02,602,closed
L002209,C01106,17769,2023-01-01,24,0.02,707,closed
L002210,C01106,59035,2024-05-29,24,0.02,631,active
L002211,C01106,40373,2023-11-18,24,0.02,670,active
L002212,C01107,28749,2024-12-01,6,0.02,608,active
L002213,C01107,13643,2025-04-13,12,0.02,619,active
L002214,C01108,5467,2025-04-03,6,0.032,643,active
L002215,C01108,7062,2024-12-26,18,0.032,646,active
L002216,C01109,27486,2024-07-13,6,0.02,684,closed
L002217,C01110,27085,2024-08-25,18,0.02,668,active
L002218,C01110,12350,2024-06-23,12,0.02,643,active
L002219,C01111,41203,2023-02-28,24,0.012,658,closed
L002220,C01112,29179,2025-02-08,6,0.02,700,active
L002221,C01113,18291,2023-12-11,24,0.02,661,active
L002222,C01113,11709,2023-04-09,6,0.02,652,closed
L002223,C01113,42800,2024-06-26,6,0.02,673,closed
L002224,C01114,15454,2025-01-10,12,0.02,624,active
L002225,C01114,9634,2024-12-15,24,0.02,614,active
L002226,C01114,13383,2025-03-27,12,0.02,651,active
L002227,C01115,24742,2024-12-29,24,0.02,629,active
L002228,C01116,80229,2024-09-08,24,0.012,650,active
L002229,C01117,48312,2025-01-24,24,0.02,635,active
L002230,C01118,55207,2023-06-09,18,0.012,671,closed
L002231,C01118,46394,2023-09-04,12,0.012,657,closed
L002232,C01119,110489,2025-04-05,6,0.012,619,active
L002233,C01120,42733,2024-09-12,24,0.02,598,active
L002234,C01121,35678,2023-03-06,18,0.02,648,closed
L002235,C01121,30614,2023-01-21,24,0.02,618,closed
L002236,C01121,40741,2023-04-08,24,0.02,661,closed
L002237,C01122,44313,2023-01-07,6,0.012,619,closed
L002238,C01123,42145,2025-03-04,12,0.012,615,active
L002239,C01123,47793,2025-03-31,6,0.012,647,active
L002240,C01124,40465,2024-03-05,12,0.012,639,closed
L002241,C01124,47330,2023-07-02,6,0.012,654,closed
L002242,C01124,21454,2025-01-19,24,0.012,614,active
L002243,C01125,15928,2024-01-29,18,0.02,686,active
L002244,C01125,6848,2023-04-07,24,0.02,669,closed
L002245,C01125,9826,2023-06-16,12,0.02,693,closed
L002246,C01126,40953,2024-09-08,6,0.012,645,closed
L002247,C01126,50892,2024-11-21,6,0.012,601,active
L002248,C01126,34433,2024-12-16,24,0.012,575,active
L002249,C01127,14348,2025-01-18,24,0.032,676,default
L002250,C01127,13361,2024-04-01,24,0.032,646,active
L002251,C01128,24690,2025-03-16,18,0.02,677,default
L002252,C01128,21064,2025-01-12,18,0.02,663,active
L002253,C01129,47477,2024-06-15,18,0.02,678,active
L002254,C01129,34011,2025-01-20,6,0.02,662,active
L002255,C01130,12424,2023-09-29,6,0.02,659,closed
L002256,C01131,12966,2024-12-12,24,0.02,657,active
L002257,C01132,23624,2024-12-22,24,0.02,626,default
L002258,C01133,18971,2024-06-03,6,0.02,691,closed
L002259,C01133,12544,2025-03-08,6,0.02,645,active
L002260,C01134,18660,2024-07-23,12,0.02,673,active
L002261,C01135,107662,2025-02-24,12,0.012,610,active
L002262,C01135,75679,2025-04-01,6,0.012,617,active
L002263,C01136,15866,2025-01-03,24,0.02,633,active
L002264,C01137,39388,2023-09-23,6,0.012,642,closed
L002265,C01138,9099,2024-02-04,18,0.032,623,active
L002266,C01138,12235,2023-12-22,18,0.032,651,active
L002267,C01139,34627,2023-08-18,18,0.02,667,closed
L002268,C01139,11508,2024-09-08,24,0.02,689,active
L002269,C01139,24067,2024-07-30,24,0.02,613,active
L002270,C01140,3630,2023-02-01,12,0.032,612,default
L002271,C01141,29516,2025-01-04,18,0.02,664,active
L002272,C01142,103511,2023-05-15,6,0.012,644,closed
L002273,C01142,98769,2024-03-08,24,0.012,672,active
L002274,C01143,10558,2023-11-12,6,0.032,628,default
L002275,C01143,20701,2024-04-23,24,0.032,690,active
L002276,C01144,43218,2024-07-22,12,0.02,661,active
L002277,C01145,58327,2025-01-13,18,0.012,687,active
L002278,C01146,10382,2023-09-22,24,0.032,677,active
L002279,C01147,35937,2024-04-12,24,0.02,647,active
L002280,C01147,45623,2023-07-04,12,0.02,638,closed
L002281,C01148,17517,2024-02-26,18,0.02,655,active
L002282,C01149,26907,2025-02-23,12,0.012,613,active
L002283,C01150,93214,2025-03-30,12,0.012,664,active
L002284,C01151,19906,2024-03-08,24,0.02,633,active
L002285,C01151,18100,2024-11-18,12,0.02,642,active
L002286,C01151,13474,2024-10-05,18,0.02,627,active
L002287,C01152,6689,2023-12-27,18,0.032,654,default
L002288,C01152,2866,2024-05-21,6,0.032,682,closed
L002289,C01153,6994,2025-02-09,18,0.032,638,active
L002290,C01154,27298,2025-02-21,18,0.012,626,active
L002291,C01154,57750,2024-02-10,18,0.012,648,active
L002292,C01154,79328,2024-05-10,18,0.012,631,active
L002293,C01155,24293,2024-05-30,24,0.012,671,active
L002294,C01155,34554,2024-10-23,24,0.012,648,active
L002295,C01155,20177,2024-04-13,12,0.012,679,closed
L002296,C01156,8381,2023-02-01,6,0.02,634,closed
L002297,C01156,15413,2023-03-12,12,0.02,655,closed
L002298,C01156,18884,2024-06-17,12,0.02,653,active
L002299,C01157,15648,2025-02-04,6,0.02,645,active
L002300,C01157,11110,2025-02-04,24,0.02,648,active
L002301,C01157,8870,2025-02-05,6,0.02,661,active
L002302,C01158,15580,2024-09-14,24,0.032,624,active
L002303,C01159,10321,2024-03-04,6,0.032,692,default
L002304,C01159,15138,2025-02-14,18,0.032,616,active
L002305,C01159,10497,2024-08-10,24,0.032,654,active
L002306,C01160,68586,2024-12-23,24,0.012,634,active
L002307,C01160,84969,2025-01-04,12,0.012,637,active
L002308,C01161,117995,2025-01-13,24,0.012,637,active
L002309,C01161,87719,2025-02-25,6,0.012,696,active
L002310,C01161,36843,2024-12-26,18,0.012,609,active
L002311,C01162,13840,2025-04-09,12,0.02,646,active
L002312,C01163,27812,2024-07-07,18,0.02,654,active
L002313,C01164,13367,2025-04-07,18,0.032,633,active
L002314,C01164,11035,2025-03-24,24,0.032,668,active
L002315,C01165,33745,2024-08-03,18,0.02,690,active
L002316,C01165,44559,2024-04-21,6,0.02,664,closed
L002317,C01166,64976,2025-01-26,6,0.012,635,active
L002318,C01166,61080,2024-06-12,12,0.012,625,active
L002319,C01167,30444,2024-07-27,18,0.012,600,active
L002320,C01168,78843,2024-10-18,18,0.012,682,active
L002321,C01168,47889,2024-08-31,12,0.012,621,active
L002322,C01168,83017,2024-12-04,6,0.012,676,active
L002323,C01169,61856,2024-12-26,24,0.012,662,active
L002324,C01170,7124,2025-04-09,12,0.02,585,active
L002325,C01171,9762,2024-04-13,18,0.032,613,active
L002326,C01172,22237,2025-03-03,12,0.02,655,active
L002327,C01173,27799,2023-11-20,24,0.012,636,active
L002328,C01173,31261,2024-08-22,18,0.012,681,active
L002329,C01174,51092,2024-07-05,24,0.02,667,active
L002330,C01174,51937,2023-01-13,18,0.02,672,default
L002331,C01174,21435,2025-02-01,12,0.02,677,active
L002332,C01175,13849,2024-09-25,12,0.02,685,active
L002333,C01176,25611,2025-03-28,12,0.012,584,active
L002334,C01176,34027,2025-03-10,18,0.012,662,active
L002335,C01176,14103,2025-03-15,18,0.012,602,active
L002336,C01177,57252,2024-04-06,24,0.012,662,active
L002337,C01178,13269,2025-03-25,24,0.032,651,active
L002338,C01178,8709,2025-02-14,24,0.032,675,active
L002339,C01178,8696,2024-09-05,12,0.032,660,active
L002340,C01179,67150,2025-04-07,6,0.012,620,active
L002341,C01180,34350,2024-06-08,18,0.012,637,active
L002342,C01180,20573,2024-08-27,18,0.012,671,active
L002343,C01181,9794,2025-03-20,18,0.02,606,active
L002344,C01181,8197,2025-01-21,18,0.02,643,active
L002345,C01182,11694,2023-12-21,12,0.032,722,closed
L002346,C01182,7888,2024-02-08,12,0.032,634,closed
L002347,C01182,7418,2024-08-27,18,0.032,634,active
L002348,C01183,40148,2024-10-02,24,0.02,648,active
L002349,C01183,19256,2025-01-31,6,0.02,623,active
L002350,C01184,133024,2024-11-24,18,0.012,630,active
L002351,C01184,76478,2024-06-11,18,0.012,647,active
L002352,C01184,133480,2024-08-26,6,0.012,654,default
L002353,C01185,52732,2025-04-06,18,0.012,671,active
L002354,C01185,52206,2024-06-23,12,0.012,687,active
L002355,C01186,28188,2025-03-24,24,0.02,629,active
L002356,C01186,25469,2025-04-09,18,0.02,657,active
L002357,C01186,31562,2025-04-03,24,0.02,587,active
L002358,C01187,86404,2025-03-24,6,0.012,628,active
L002359,C01187,100863,2024-01-22,24,0.012,653,active
L002360,C01188,32086,2024-08-13,12,0.012,662,active
L002361,C01188,33809,2024-11-26,24,0.012,604,active
L002362,C01189,9381,2025-04-12,24,0.032,663,active
L002363,C01189,7771,2025-02-20,24,0.032,582,active
L002364,C01190,15169,2024-07-28,12,0.02,606,active
L002365,C01190,23379,2025-03-27,24,0.02,619,active
L002366,C01191,90115,2024-04-27,12,0.012,658,active
L002367,C01191,54470,2024-08-24,18,0.012,624,active
L002368,C01191,65292,2023-05-04,6,0.012,681,closed
L002369,C01192,9300,2024-03-05,12,0.032,651,closed
L002370,C01192,3331,2024-02-10,18,0.032,675,active
L002371,C01192,7058,2023-03-11,12,0.032,595,closed
L002372,C01193,48634,2025-04-12,6,0.012,638,active
L002373,C01194,122677,2024-08-08,6,0.012,618,default
L002374,C01195,35823,2024-12-07,18,0.012,656,active
L002375,C01195,24811,2025-03-10,6,0.012,652,active
L002376,C01195,45333,2024-05-09,18,0.012,688,active
L002377,C01196,31062,2024-12-12,6,0.02,662,active
L002378,C01196,21539,2025-03-20,12,0.02,639,active
L002379,C01197,9233,2024-02-21,12,0.02,588,closed
L002380,C01197,20170,2024-05-22,12,0.02,661,active
L002381,C01197,16801,2024-12-11,12,0.02,645,active
L002382,C01198,11376,2023-04-21,6,0.02,680,closed
L002383,C01199,8709,2025-02-25,6,0.032,646,active
L002384,C01200,6122,2025-03-22,12,0.032,696,active
L002385,C01201,4332,2025-03-26,12,0.032,661,active
L002386,C01202,14851,2024-10-01,18,0.02,662,active
L002387,C01202,24749,2024-07-29,24,0.02,701,active
L002388,C01203,10374,2025-01-05,12,0.02,682,active
L002389,C01204,15404,2024-09-19,12,0.032,689,active
L002390,C01205,76955,2024-07-30,6,0.012,633,closed
L002391,C01206,34406,2024-07-07,6,0.012,629,closed
L002392,C01207,102596,2023-10-27,24,0.012,667,active
L002393,C01207,67421,2024-04-26,18,0.012,669,active
L002394,C01208,18529,2025-02-07,12,0.02,566,default
L002395,C01209,20936,2024-11-30,12,0.02,619,active
L002396,C01210,127024,2023-08-19,18,0.012,695,closed
L002397,C01211,9301,2024-05-31,24,0.02,614,default
L002398,C01211,11227,2024-09-10,18,0.02,642,active
L002399,C01212,31360,2025-03-17,18,0.012,628,active
L002400,C01212,101251,2024-10-23,24,0.012,660,default
L002401,C01212,46184,2025-02-17,18,0.012,625,active
L002402,C01213,33803,2024-12-27,6,0.02,622,active
L002403,C01214,30240,2023-08-04,12,0.02,632,closed
L002404,C01214,26916,2024-06-28,18,0.02,639,active
L002405,C01214,10184,2023-11-22,6,0.02,648,closed
L002406,C01215,51185,2024-09-07,6,0.012,654,closed
L002407,C01215,42254,2025-03-06,24,0.012,665,active
L002408,C01215,31036,2024-08-12,24,0.012,661,active
L002409,C01216,40673,2025-01-10,18,0.012,661,active
L002410,C01217,64450,2025-02-11,24,0.012,655,active
L002411,C01218,34222,2023-04-23,24,0.012,631,active
L002412,C01218,17540,2024-08-03,24,0.012,639,active
L002413,C01218,41489,2025-01-13,12,0.012,649,active
L002414,C01219,9676,2023-12-09,18,0.032,680,active
